msoa_code,msoa_name,local_auth_code,local_auth_name,total_cases,total_population_mid_2018,cases_per_thousand,cx,cy,week,cases,cummulative_cases,cases_delta,cummulative_delta,cases_rank_stand,date
E02000079,Bexleyheath Broadway,E09000004,Bexley,59,8660,6.812933025404157,0.140104374,51.45876551,16,0.4618937644341801,4.503464203233256,0.08384067036171616,2.1705162277556886,7.842651036970244,19/04/2020
E02000080,Welling,E09000004,Bexley,18,10174,1.7692156477295067,0.105410824,51.45954839,16,0.2948692746215844,0.8846078238647532,-0.08318381945087955,-1.4483401516128143,6.541178238653441,19/04/2020
E02000081,Barnehurst South,E09000004,Bexley,19,8037,2.3640661938534278,0.159579812,51.45620239,16,0.3732736095558044,1.9907925842976235,-0.004779484516659549,-0.342155391179944,7.163736098587316,19/04/2020
E02000082,Falconwood,E09000004,Bexley,26,9211,2.822711974812724,0.089869448,51.45794619,16,0.3256975355553143,2.2798827488872,-0.05235555851714968,-0.0530652265903675,6.766606552449654,19/04/2020
E02000083,Crayford,E09000004,Bexley,35,11420,3.0647985989492117,0.181676015,51.45257334,16,0.3502626970227671,1.7513134851138354,-0.02779039704969688,-0.581634490363732,6.954087766756838,19/04/2020
E02000084,Danson Park,E09000004,Bexley,18,11027,1.6323569420513286,0.128196884,51.4521711,16,0.2720594903418881,1.1789244581481817,-0.10599360373057587,-1.1540235173293858,6.416441238352871,19/04/2020
E02000085,Blackfen,E09000004,Bexley,14,8004,1.7491254372813594,0.11048310800000001,51.44831005,16,0.0,0.0,-0.37805309407246396,-2.3329479754775675,0.0,19/04/2020
E02000086,Lamorbey,E09000004,Bexley,15,7314,2.0508613617719442,0.09768660800000001,51.44427728,16,0.0,1.2305168170631666,-0.37805309407246396,-1.1024311584144009,0.0,19/04/2020
E02000087,Bexley Village,E09000004,Bexley,16,8059,1.9853579848616454,0.152209264,51.44113499,16,0.49633949621541135,1.489018488646234,0.11828640214294739,-0.8439294868313334,8.058686504358281,19/04/2020
E02000088,Albany Park,E09000004,Bexley,19,7794,2.4377726456248396,0.123196695,51.43869243,16,0.5132152938157557,1.539645881447267,0.13516219974329174,-0.7933020940303004,8.150360685302074,19/04/2020
E02000089,Longlands & Halfway,E09000004,Bexley,58,7908,7.334344967121902,0.08594300199999999,51.43647503,16,2.655538694992413,5.058168942842691,2.277485600919949,2.7252209673651238,9.993988578298767,19/04/2020
E02000090,Sidcup East,E09000004,Bexley,62,9542,6.497589603856634,0.097326175,51.43014960000001,16,0.5239991616013414,3.353594634248585,0.14594606752887745,1.0206466587710175,8.210474902314397,19/04/2020
E02000091,Sidcup West,E09000004,Bexley,61,9966,6.120810756572346,0.11136085300000001,51.42553447,16,0.30102347983142685,3.712622917920931,-0.0770296142410371,1.3796749424433634,6.582131048993086,19/04/2020
E02000092,Foots Cray Meadows,E09000004,Bexley,29,6794,4.268472181336473,0.136391223,51.4227755,16,0.44156608772446276,3.679717397703856,0.0635129936519988,1.3467694222262887,7.684475503456567,19/04/2020
E02000093,Queensbury South,E09000005,Brent,66,11147,5.920875571902754,-0.274991912,51.59353212,16,0.6279716515654437,4.126670853144344,0.2499185574929797,1.7937228776667768,8.709422903516682,19/04/2020
E02000094,Kingsbury East & Colindale,E09000005,Brent,42,9183,4.573668735707285,-0.259808733,51.58838537,16,0.43558749863878904,3.266906239790918,0.05753440456632508,0.9339582643133504,7.632626991283439,19/04/2020
E02000095,Kingsbury West,E09000005,Brent,36,9994,3.6021612967780667,-0.280392986,51.58433237,16,0.40024014408645187,2.3013808284970985,0.022187050013987908,-0.03156714698046903,7.391042981665164,19/04/2020
E02000096,Kenton Woodcock Park,E09000005,Brent,15,7475,2.0066889632107023,-0.303805339,51.58040034,16,0.0,1.605351170568562,-0.37805309407246396,-0.7275968049090056,0.0,19/04/2020
E02000097,Kingsbury South,E09000005,Brent,29,9097,3.1878641310322084,-0.26405117899999997,51.57675837,16,0.43970539738375286,2.4183796856106405,0.0616523033112889,0.08543171013307305,7.670574090772468,19/04/2020
E02000098,Barnhill The Avenue,E09000005,Brent,47,8437,5.570700485954723,-0.284322248,51.57419173,16,0.9482043380348465,4.741021690174232,0.5701512439623826,2.408073714696665,9.541629095281033,19/04/2020
E02000099,Preston Park & East Lane,E09000005,Brent,22,8941,2.4605748797673637,-0.30144196,51.5692935,16,0.0,1.1184431271669835,-0.37805309407246396,-1.214504848310584,0.0,19/04/2020
E02000100,Northwick Park,E09000005,Brent,82,8813,9.304436627709066,-0.318079113,51.57105814,16,1.5885623510722795,7.035061840462952,1.2105092569998155,4.702113864985385,9.942140066125638,19/04/2020
E02000101,Forty Lane,E09000005,Brent,66,9598,6.876432590122942,-0.26967811399999997,51.56641358,16,1.562825588664305,6.04292560950198,1.184772494591841,3.7099776340244124,9.938382927562369,19/04/2020
E02000102,Welsh Harp,E09000005,Brent,22,7514,2.927867979771094,-0.251306207,51.56647725,16,0.0,2.927867979771094,-0.37805309407246396,0.5949200042935265,0.0,19/04/2020
E02000103,Dollis Hill,E09000005,Brent,41,9217,4.44830205055875,-0.234326096,51.56367452,16,0.8679613757187805,3.7973310187696647,0.48990828164631656,1.4643830432920972,9.386834986474302,19/04/2020
E02000104,Wembley North,E09000005,Brent,41,7281,5.631094629858536,-0.291966921,51.56258271,16,1.7854690289795359,5.631094629858536,1.4074159349070718,3.2981466543809685,9.966185752930569,19/04/2020
E02000105,Sudbury East,E09000005,Brent,42,9726,4.318322023442319,-0.31296333,51.55956073,16,0.7197203372403866,3.3929673041332507,0.3416672431679227,1.0600193286556832,9.01487826871055,19/04/2020
E02000106,Neasden,E09000005,Brent,42,10652,3.9429215170859933,-0.250625461,51.5574695,16,0.3755163349605708,3.285767930904994,-0.002536759111893161,0.9528199554274264,7.187406071535918,19/04/2020
E02000107,Cricklewood Anson Road,E09000005,Brent,39,11533,3.3816006242955,-0.22036417100000003,51.55568817,16,0.8670770831526923,2.4278158328275383,0.4890239890802283,0.09486785734997083,9.38307784791103,19/04/2020
E02000108,Sudbury West,E09000005,Brent,23,6654,3.4565674782085964,-0.325273894,51.55720468,16,0.6011421701232341,3.456567478208596,0.22308907605077016,1.1236195027310285,8.582807333934475,19/04/2020
E02000109,Tokyngton,E09000005,Brent,56,12893,4.343442177926006,-0.27722892600000004,51.55594749,16,0.6204917397037152,3.412704568370433,0.24243864563125123,1.0797565928928656,8.686128644424407,19/04/2020
E02000110,Dudden Hill,E09000005,Brent,18,8622,2.0876826722338206,-0.231708505,51.55313755,16,0.0,1.6237531895151935,-0.37805309407246396,-0.709194785962374,0.0,19/04/2020
E02000111,Wembley West,E09000005,Brent,65,10798,6.019633265419522,-0.304684419,51.55150183,16,0.9260974254491573,4.908316354880533,0.5480443313766934,2.5753683794029656,9.508566275924256,19/04/2020
E02000112,Wembley East,E09000005,Brent,69,10492,6.576439191765155,-0.28545338600000003,51.55018711,16,0.857796416317194,4.956157072054898,0.4797433222447301,2.6232090965773307,9.361286444244064,19/04/2020
E02000113,St Raphaels,E09000005,Brent,57,9815,5.807437595517066,-0.26168268100000003,51.5505381,16,0.6113092205807438,5.399898115129902,0.23325612650827982,3.066950139652335,8.64404869251578,19/04/2020
E02000114,Willesden Green,E09000005,Brent,27,10150,2.6600985221674875,-0.228719105,51.54679481,16,0.2955665024630542,2.266009852216749,-0.08248659160940974,-0.06693812326081838,6.547941088067328,19/04/2020
E02000115,Brondesbury,E09000005,Brent,29,8811,3.2913403699920556,-0.21228113199999998,51.547182899999996,16,0.4539779820678697,3.291340369992055,0.07592488799540575,0.9583923945144877,7.785166816952209,19/04/2020
E02000116,Roundwood Park,E09000005,Brent,40,9386,4.261666311527807,-0.23760405899999998,51.54450528,16,0.6392499467291711,3.835499680375027,0.26119685265670717,1.5025517048974595,8.749624286143673,19/04/2020
E02000117,Church End,E09000005,Brent,83,13026,6.371871641332719,-0.249935354,51.54472568,16,0.8444649163212038,5.527406725011516,0.46641182224873984,3.1944587495339483,9.336865043582808,19/04/2020
E02000118,Alperton East,E09000005,Brent,60,10342,5.8015857667762525,-0.288903492,51.54363657,16,0.4834654805646877,4.834654805646877,0.10541238649222373,2.5017068301693093,7.985046588518185,19/04/2020
E02000119,Stonebridge,E09000005,Brent,106,9000,11.777777777777779,-0.269933431,51.53705104,16,1.4444444444444444,8.444444444444445,1.0663913503719804,6.111496468966877,9.907574391343553,19/04/2020
E02000120,Kilburn West,E09000005,Brent,13,9217,1.4104372355430184,-0.20028653100000002,51.54015992,16,0.0,1.4104372355430184,-0.37805309407246396,-0.9225107399345491,0.0,19/04/2020
E02000121,Alperton West,E09000005,Brent,71,10763,6.596673789835548,-0.300253312,51.5402817,16,1.022019882932268,4.459723125522624,0.643966788859804,2.1267751500450562,9.655470393748121,19/04/2020
E02000122,Brondesbury Park,E09000005,Brent,30,7812,3.8402457757296466,-0.22046794100000003,51.54073626,16,0.5120327700972862,3.4562211981566824,0.13397967602482225,1.123273222679115,8.141719266606552,19/04/2020
E02000123,Harlesden,E09000005,Brent,57,15904,3.5840040241448694,-0.24568698600000002,51.53633505,16,0.3772635814889336,3.1438631790744465,-0.0007895125835303829,0.810915203596879,7.201683198076345,19/04/2020
E02000124,Queens Park,E09000005,Brent,24,10126,2.370136282836263,-0.211222455,51.535219899999994,16,0.29626703535453286,1.9751135690302193,-0.0817860587179311,-0.3578344064473482,6.552073940486925,19/04/2020
E02000125,Kensal Green,E09000005,Brent,31,10452,2.9659395331037124,-0.22907705399999997,51.53435504,16,0.2870264064293915,2.487562189054726,-0.09102668764307248,0.15461421357715865,6.487451157198677,19/04/2020
E02000126,Kilburn Park,E09000005,Brent,30,7924,3.7859666834931853,-0.196864819,51.53309534,16,0.37859666834931854,3.154972236244321,0.0005435742768545859,0.8220242607667534,7.210324616771866,19/04/2020
E02000127,Mottingham,E09000006,Bromley,28,9451,2.9626494550841183,0.040321707000000005,51.43315014,16,0.4232356364405883,1.269706909321765,0.04518254236812436,-1.0632410661558025,7.5371956717763755,19/04/2020
E02000128,Chislehurst North,E09000006,Bromley,17,7804,2.178370066632496,0.07337669,51.42335469,16,0.3844182470527934,2.178370066632496,0.006365152980329469,-0.1545779088450714,7.2569131349564175,19/04/2020
E02000130,Penge East,E09000006,Bromley,32,8626,3.709714815673545,-0.046631325,51.41884979,16,0.46371435195919314,3.130071875724554,0.08566125788672918,0.7971239002469863,7.856928163510671,19/04/2020
E02000131,Crystal Palace Park,E09000006,Bromley,24,10531,2.278985851296173,-0.069274605,51.41922866,16,0.5697464628240433,1.9941126198841514,0.19169336875157933,-0.33883535559341604,8.426134655846107,19/04/2020
E02000132,New Beckenham,E09000006,Bromley,34,10185,3.3382425135002456,-0.029190347999999998,51.41541116,16,0.39273441335297005,2.3564064801178204,0.014681319280506089,0.023458504640252897,7.333558761647129,19/04/2020
E02000133,Chislehurst West & Elmstead,E09000006,Bromley,28,10607,2.6397661921372677,0.05858427099999999,51.40998584,16,0.3771094560196097,2.1683793721127556,-0.0009436380528542454,-0.16456860336481194,7.200556056507364,19/04/2020
E02000134,Bromley North & Sundridge,E09000006,Bromley,53,11939,4.4392327665633635,0.018419704,51.41210177,16,0.6700728704246587,3.6016416785325407,0.2920197763521947,1.2686937030549732,8.867598437030358,19/04/2020
E02000135,Anerley North & Penge West,E09000006,Bromley,83,10537,7.877004840087311,-0.062448660999999996,51.41154875,16,0.9490367277213628,4.1757616019739965,0.5709836336488989,1.842813626496429,9.542380522993689,19/04/2020
E02000136,Chislehurst East & Hoblingwell Wood,E09000006,Bromley,29,5755,5.039096437880104,0.08972506599999999,51.40775912,16,0.0,1.9113814074717637,-0.37805309407246396,-0.42156656800580383,0.0,19/04/2020
E02000137,Shortlands Bromley Road,E09000006,Bromley,41,8491,4.828642091626428,-0.0028586709999999997,51.40745238,16,0.7066305499941115,3.768696266635261,0.3285774559216475,1.4357482911576933,8.98068830778479,19/04/2020
E02000138,Beckenham East & Kelsey Park,E09000006,Bromley,38,8572,4.433037797480168,-0.018162077,51.40642988,16,0.0,3.966402239850677,-0.37805309407246396,1.6334542643731096,0.0,19/04/2020
E02000139,Clock House & Cator Park,E09000006,Bromley,18,7852,2.2924095771777893,-0.04316922,51.40891622,16,0.0,1.5282730514518594,-0.37805309407246396,-0.8046749240257081,0.0,19/04/2020
E02000140,St Mary Cray North,E09000006,Bromley,32,8749,3.657560864098754,0.108785862,51.40480506,16,0.0,2.8574694250771517,-0.37805309407246396,0.5245214495995842,0.0,19/04/2020
E02000141,Anerley South,E09000006,Bromley,16,7439,2.1508267240220458,-0.058022135999999995,51.40505465,16,0.9409866917596451,0.9409866917596451,0.5629335976871812,-1.3919612837179223,9.526600541027953,19/04/2020
E02000142,Widmore,E09000006,Bromley,37,8840,4.1855203619909505,0.033249722,51.40473259,16,0.45248868778280543,3.619909502262444,0.07443559371034147,1.2869615267848764,7.761496844003607,19/04/2020
E02000144,Bromley South,E09000006,Bromley,42,9871,4.254888055921386,0.014413407,51.39927397,16,0.5065342923715935,3.545740046601155,0.12848119829912957,1.2127920711235873,8.122182146077547,19/04/2020
E02000145,St Mary Cray East,E09000006,Bromley,42,9173,4.578654747628911,0.135254959,51.39302892,16,0.7631091246048185,3.052436498419274,0.38505603053235454,0.7194885229417065,9.1587766756838,19/04/2020
E02000146,Bickley West,E09000006,Bromley,46,9516,4.833963850357293,0.033027534,51.39412154,16,0.6305170239596469,3.6780159730979403,0.25246392988718297,1.3450679976203728,8.71844003606853,19/04/2020
E02000147,Langley Park,E09000006,Bromley,26,8293,3.1351742433377545,-0.0032033120000000003,51.39413699,16,0.4823344989750392,2.6528397443627156,0.10428140490257526,0.31989176888514814,7.97678088367899,19/04/2020
E02000148,Bickley East,E09000006,Bromley,22,6740,3.264094955489614,0.061654635,51.39241304,16,0.0,2.6706231454005938,-0.37805309407246396,0.33767516992302626,0.0,19/04/2020
E02000149,St Mary Cray South,E09000006,Bromley,34,8111,4.191838244359512,0.10266200800000001,51.39098439,16,0.9863148810257675,3.821970163974849,0.6082617869533036,1.4890221884972816,9.594604749023144,19/04/2020
E02000150,Eden Park & Bethlem,E09000006,Bromley,31,8667,3.576785508249683,-0.029111891,51.38931105,16,0.46152071074189455,2.769124264451367,0.08346761666943059,0.4361762889737997,7.837015329125338,19/04/2020
E02000151,Petts Wood,E09000006,Bromley,15,7655,1.9595035924232527,0.07902108599999999,51.38620237,16,0.0,1.3063357282821686,-0.37805309407246396,-1.026612247195399,0.0,19/04/2020
E02000152,Bromley Common,E09000006,Bromley,43,7927,5.424498549262016,0.048097798,51.38394042,16,0.6307556452630251,3.0276270972625206,0.2527025511905611,0.6946791217849531,8.720318605350165,19/04/2020
E02000153,Hayes North,E09000006,Bromley,21,7913,2.653860735498547,0.01211773,51.38395216,16,0.7582459244281562,2.653860735498547,0.38019283035569224,0.32091276002097935,9.140366696723776,19/04/2020
E02000154,Orpington West,E09000006,Bromley,46,8509,5.4060406628275945,0.094649985,51.37929799,16,1.52779410036432,4.230814431778118,1.149741006291856,1.8978664563005503,9.926360084159905,19/04/2020
E02000155,Orpington East,E09000006,Bromley,26,6973,3.728667718342177,0.11398651800000001,51.37848839,16,0.4302308905779435,2.007744156030403,0.052177796505479546,-0.3252038194471645,7.579651337541328,19/04/2020
E02000156,West Wickham,E09000006,Bromley,56,12239,4.5755372170929,-0.013022521,51.376616299999995,16,0.0,2.778004738949261,-0.37805309407246396,0.44505676347169354,0.0,19/04/2020
E02000157,Crofton,E09000006,Bromley,15,8262,1.8155410312273057,0.07485705599999999,51.37317602,16,0.36310820624546114,1.4524328249818446,-0.014944887827002817,-0.8805151504957229,7.067929065223925,19/04/2020
E02000158,Goddington,E09000006,Bromley,23,7825,2.939297124600639,0.114020341,51.36895776,16,0.0,2.5559105431309903,-0.37805309407246396,0.22296256765342282,0.0,19/04/2020
E02000159,Keston,E09000006,Bromley,20,6962,2.872737719046251,0.041893092,51.36455506,16,0.5745475438092502,1.7236426314277506,0.19649444973678626,-0.6093053440498168,8.448301773369401,19/04/2020
E02000160,Hayes South & Coney Hall,E09000006,Bromley,47,8038,5.8472256780293606,0.011132992,51.365571100000004,16,0.7464543418760886,2.8614083105250065,0.36840124780362465,0.5284603350474391,9.096408175533513,19/04/2020
E02000161,Orpington South,E09000006,Bromley,30,8808,3.4059945504087192,0.092892196,51.36358581,16,0.0,2.384196185286104,-0.37805309407246396,0.051248209808536505,0.0,19/04/2020
E02000162,Farnborough,E09000006,Bromley,50,6990,7.15307582260372,0.07152045900000001,51.34470349,16,1.1444921316165952,4.434907010014307,0.7664390375441312,2.101959034536739,9.77306883077848,19/04/2020
E02000163,Chelsfield & Green Street Green,E09000006,Bromley,43,7764,5.538382277176713,0.115776766,51.34977184,16,0.0,3.992787223080886,-0.37805309407246396,1.6598392476033186,0.0,19/04/2020
E02000165,Biggin Hill West,E09000006,Bromley,7,6984,1.002290950744559,0.018337541000000002,51.31416416,16,0.0,1.002290950744559,-0.37805309407246396,-1.3306570247330085,0.0,19/04/2020
E02000166,Highgate West,E09000007,Camden,5,9092,0.5499340079190497,-0.155807071,51.56484033,16,0.0,0.5499340079190497,-0.37805309407246396,-1.7830139675585177,0.0,19/04/2020
E02000167,Hampstead Town,E09000007,Camden,12,9437,1.2715905478435943,-0.174931239,51.56177332,16,0.31789763696089857,1.2715905478435943,-0.06015545711156539,-1.0613574276339732,6.690336639615269,19/04/2020
E02000168,Tufnell Park West,E09000007,Camden,22,9501,2.3155457320282076,-0.142048396,51.55563864,16,0.5262603936427744,1.894537417113988,0.14820729957031048,-0.43841055836357956,8.219867748722573,19/04/2020
E02000169,Frognal,E09000007,Camden,19,9199,2.0654418958582457,-0.186473544,51.55688026,16,0.5435373410153278,2.0654418958582457,0.16548424694286384,-0.2675060796193218,8.309287646528404,19/04/2020
E02000170,Fortune Green,E09000007,Camden,24,9690,2.476780185758514,-0.201167481,51.55416138,16,0.41279669762641896,2.1671826625387,0.034743603553955005,-0.16576531293886765,7.481965734896303,19/04/2020
E02000171,Mansfield Road & Park Hill Road,E09000007,Camden,18,9464,1.9019442096365173,-0.159030678,51.55272431,16,0.0,1.5849535080304311,-0.37805309407246396,-0.7479944674471364,0.0,19/04/2020
E02000172,Kentish Town West,E09000007,Camden,32,12101,2.6444095529295097,-0.147973198,51.54978074,16,0.49582679117428313,2.231220560284274,0.11777369710181917,-0.10172741519329342,8.053050796513375,19/04/2020
E02000173,Fitzjohns & Royal Free,E09000007,Camden,23,9893,2.324876175073284,-0.173744735,51.55000999,16,0.8086525826341858,2.3248761750732845,0.43059948856172187,-0.008071800404283014,9.262849413886384,19/04/2020
E02000174,Kentish Town East,E09000007,Camden,12,10236,1.1723329425556859,-0.136033311,51.54846813,16,0.29308323563892147,1.1723329425556859,-0.08496985843354249,-1.1606150329218816,6.527652539825668,19/04/2020
E02000175,West Hampstead,E09000007,Camden,27,11240,2.402135231316726,-0.189874447,51.54938963,16,0.6227758007117438,2.402135231316726,0.2447227066392798,0.06918725583915863,8.692515779981965,19/04/2020
E02000176,Belsize Park,E09000007,Camden,5,7654,0.6532532009406846,-0.168234175,51.5478326,16,0.0,0.6532532009406846,-0.37805309407246396,-1.6796947745368829,0.0,19/04/2020
E02000177,Chalk Farm,E09000007,Camden,26,10464,2.484709480122324,-0.153369203,51.54565994,16,0.0,2.0068807339449544,-0.37805309407246396,-0.32606724153261313,0.0,19/04/2020
E02000178,Kilburn Grange,E09000007,Camden,26,10424,2.49424405218726,-0.199588104,51.54664577,16,0.0,1.822716807367613,-0.37805309407246396,-0.5102311681099545,0.0,19/04/2020
E02000179,Adelaide Road,E09000007,Camden,17,7577,2.2436320443447273,-0.164189551,51.54477164,16,0.0,1.715718622145968,-0.37805309407246396,-0.6172293533315996,0.0,19/04/2020
E02000180,Camden Road South,E09000007,Camden,11,9764,1.1265874641540352,-0.13137664300000002,51.54428257,16,0.0,1.1265874641540354,-0.37805309407246396,-1.206360511323532,0.0,19/04/2020
E02000181,South Hampstead,E09000007,Camden,20,9139,2.18842324105482,-0.18731465600000002,51.54385649,16,0.547105810263705,2.18842324105482,0.16905271619124101,-0.1445247344227476,8.326946197775774,19/04/2020
E02000182,Swiss Cottage,E09000007,Camden,15,8675,1.7291066282420748,-0.171114723,51.54109306,16,0.0,1.729106628242075,-0.37805309407246396,-0.6038413472354924,0.0,19/04/2020
E02000183,Primrose Hill,E09000007,Camden,13,8612,1.5095215977705527,-0.152702562,51.5402626,16,0.4644681839294008,1.5095215977705525,0.08641508985693686,-0.823426377707015,7.864066726780884,19/04/2020
E02000184,Camden Street & Elm Village,E09000007,Camden,13,10251,1.2681689591259389,-0.136310318,51.539473,16,0.0,1.2681689591259389,-0.37805309407246396,-1.0647790163516286,0.0,19/04/2020
E02000185,Kilburn East,E09000007,Camden,41,9954,4.11894715692184,-0.18782537,51.53893215,16,0.6027727546714888,3.8175607795860955,0.22471966059902487,1.484612804108528,8.597084460474901,19/04/2020
E02000186,Camden Town & Mornington Crescent,E09000007,Camden,9,8180,1.1002444987775062,-0.144617549,51.53305053,16,0.36674816625916873,0.7334963325183375,-0.011304927813295229,-1.59945164295923,7.097234746017433,19/04/2020
E02000187,Somers Town,E09000007,Camden,20,11091,1.803263907672888,-0.128794489,51.53395608,16,0.5409791723018664,1.532774321521955,0.16292607822940247,-0.8001736539556126,8.296889089269612,19/04/2020
E02000188,Euston,E09000007,Camden,24,8883,2.701789935832489,-0.138936738,51.52890131,16,0.4502983226387482,2.3640661938534278,0.07224522856628424,0.031118218375860263,7.7423354373309285,19/04/2020
E02000189,Gray's Inn Road,E09000007,Camden,4,7083,0.5647324579980234,-0.118606609,51.52791947,16,0.0,0.5647324579980234,-0.37805309407246396,-1.7682155174795442,0.0,19/04/2020
E02000190,Bloomsbury East,E09000007,Camden,14,8540,1.639344262295082,-0.12409031400000001,51.52615972,16,0.0,1.639344262295082,-0.37805309407246396,-0.6936037131824855,0.0,19/04/2020
E02000191,Fitzrovia East & Bloomsbury West,E09000007,Camden,20,8703,2.298058140870964,-0.134180076,51.52249221,16,0.3447087211306446,1.9533494197403194,-0.033344372941819356,-0.3795985557372481,6.899233543733093,19/04/2020
E02000192,Hatton Garden & Theobalds Road,E09000007,Camden,19,8784,2.163023679417122,-0.113067015,51.52135648,16,0.0,1.8214936247723132,-0.37805309407246396,-0.5114543507052542,0.0,19/04/2020
E02000193,"Holborn, St Giles & Bloomsbury South",E09000007,Camden,6,8595,0.6980802792321117,-0.12238616199999999,51.51867492,16,0.0,0.34904013961605584,-0.37805309407246396,-1.9839078358615116,0.0,19/04/2020
E02000194,Crystal Palace Triangle,E09000008,Croydon,30,9410,3.1880977683315623,-0.086727794,51.41559452,16,0.5313496280552603,2.7630180658873535,0.15329653398279636,0.43007009040978605,8.237526299969943,19/04/2020
E02000195,Upper Norwood,E09000008,Croydon,37,9833,3.7628394182853655,-0.10512158699999999,51.41605726,16,0.3050950879690837,3.2543476050035594,-0.07295800610338027,0.9213996295259919,6.611812443642922,19/04/2020
E02000196,Norbury East,E09000008,Croydon,41,8087,5.069865215778409,-0.1154244,51.40990404,16,1.2365524916532706,5.06986521577841,0.8584993975808066,2.736917240300843,9.832431620078149,19/04/2020
E02000197,Norbury West,E09000008,Croydon,38,9593,3.961221724173877,-0.12511988400000001,51.40639535,16,0.3127280308558324,3.1272803085583236,-0.06532506321663156,0.7943323330807561,6.659528103396453,19/04/2020
E02000198,Thornton Heath North West,E09000008,Croydon,38,8746,4.3448433569631835,-0.098626268,51.40597742,16,0.914703864623828,4.3448433569631835,0.5366507705513641,2.011895381485616,9.49165915238954,19/04/2020
E02000199,Thornton Heath North East,E09000008,Croydon,50,8414,5.942476824340385,-0.091186246,51.40294909,16,0.831946755407654,5.110530068932731,0.45389366133519,2.777582093455164,9.316200781484822,19/04/2020
E02000200,South Norwood Hill,E09000008,Croydon,36,8847,4.069175991861648,-0.079504873,51.40318014,16,0.0,2.2606533288120265,-0.37805309407246396,-0.07229464666554097,0.0,19/04/2020
E02000201,South Norwood Central,E09000008,Croydon,28,9256,3.025064822817632,-0.06959752599999999,51.39976246,16,0.324114088159032,2.7009507346585995,-0.05393900591343198,0.368002759181032,6.755710850616171,19/04/2020
E02000202,Thornton Heath West,E09000008,Croydon,33,8486,3.888757954277634,-0.110646392,51.39912385,16,0.47136460051850104,3.181711053499882,0.09331150644603708,0.8487630780223143,7.910279531109107,19/04/2020
E02000203,Thornton Heath Central,E09000008,Croydon,60,7937,7.559531309058839,-0.097741138,51.39683112,16,0.7559531309058838,5.417664104825501,0.37790003683341983,3.084716129347934,9.131349564171927,19/04/2020
E02000204,West Thornton North,E09000008,Croydon,54,9620,5.613305613305613,-0.11899971599999999,51.39458006,16,0.7276507276507277,4.5738045738045745,0.34959763357826373,2.240856598327007,9.042305380222423,19/04/2020
E02000206,Selhurst North,E09000008,Croydon,34,10206,3.3313737017440723,-0.089361186,51.39078301,16,0.4899078973153047,2.9394473838918285,0.11185480324284075,0.606499408414261,8.023745115719867,19/04/2020
E02000207,Woodside & Ashburton,E09000008,Croydon,31,9156,3.3857579729139364,-0.066843473,51.38869439,16,0.764525993883792,2.6212319790301444,0.3864728998113281,0.2882840035525769,9.167042380522993,19/04/2020
E02000208,University Hospital & Queen's Road,E09000008,Croydon,63,10902,5.778756191524491,-0.10629726099999999,51.38845075,16,0.733810310034856,4.953219592735278,0.355757215962392,2.62027161725771,9.064848211602044,19/04/2020
E02000209,West Thornton South & Ampere Way,E09000008,Croydon,47,8833,5.320955507755009,-0.12464899900000001,51.38685746,16,0.4528472772557455,3.0567191214762826,0.07479418318328152,0.7237711459987151,7.7693868349864745,19/04/2020
E02000210,Addiscombe North,E09000008,Croydon,19,8512,2.232142857142857,-0.077955992,51.38473429,16,0.8223684210526315,1.1748120300751879,0.44431532698016757,-1.1581359454023796,9.290652239254584,19/04/2020
E02000211,Monks Orchard,E09000008,Croydon,24,8094,2.965159377316531,-0.046477894000000006,51.38346148,16,0.37064492216456635,2.965159377316531,-0.007408171907897609,0.6322114018389633,7.134806131650135,19/04/2020
E02000212,Broad Green & Waddon Marsh,E09000008,Croydon,50,9306,5.372877713303245,-0.11763786400000001,51.38038037,16,0.5372877713303246,3.9759295078444015,0.1592346772578606,1.642981532366834,8.27321911632101,19/04/2020
E02000213,Selhurst South & West Croydon,E09000008,Croydon,93,11127,8.358047991372338,-0.099604463,51.38148794,16,2.2467870944549295,6.021389413139211,1.8687340003824655,3.6884414376616435,9.98872858431019,19/04/2020
E02000214,Addiscombe East,E09000008,Croydon,23,6245,3.6829463570856684,-0.066392831,51.37939939,16,0.4803843074459568,3.042433947157726,0.10233121337349282,0.7094859716801585,7.966636609558161,19/04/2020
E02000215,Addiscombe West,E09000008,Croydon,59,11321,5.211553749668758,-0.083730481,51.37864414,16,0.7066513558872891,4.063245296351912,0.32859826181482515,1.7302973208743446,8.9821911632101,19/04/2020
E02000216,Park Hill & Lloyd Park,E09000008,Croydon,27,6941,3.8899294049848727,-0.07767794,51.36948247,16,0.7203572972194209,2.5932862699899153,0.3423042031469569,0.2603382945123478,9.016381124135858,19/04/2020
E02000217,Croydon Minster & Waddon North,E09000008,Croydon,38,12202,3.1142435666284216,-0.11085579699999999,51.37254917,16,0.40976889034584496,2.6225208982134074,0.031715796273381,0.2895729227358399,7.465810039074241,19/04/2020
E02000218,Shirley East,E09000008,Croydon,11,6782,1.6219404305514598,-0.030631033999999998,51.37106525,16,0.0,1.6219404305514598,-0.37805309407246396,-0.7110075449261077,0.0,19/04/2020
E02000219,Shirley West,E09000008,Croydon,25,7535,3.3178500331785004,-0.047270608,51.36531533,16,0.0,3.3178500331785004,-0.37805309407246396,0.9849020577009329,0.0,19/04/2020
