msoa_code,msoa_name,local_auth_code,local_auth_name,total_cases,total_population_mid_2018,cases_per_thousand,cx,cy,week,cases,cummulative_cases,cases_delta,cummulative_delta,cases_rank_stand,date
E02000289,World's End,E09000010,Enfield,16,6597,2.4253448537213886,-0.115891381,51.6540744,22,0.0,2.4253448537213886,-0.010584323869730591,-0.5377020347094028,0.0,31/05/2020
E02000290,Brimsdown & Ponders End,E09000010,Enfield,7,6949,1.0073391854943157,-0.024615555,51.65038042,22,0.0,1.0073391854943157,-0.010584323869730591,-1.9557077029364758,0.0,31/05/2020
E02000291,Enfield Town South & Bush Hill Park,E09000010,Enfield,53,10253,5.169218765239442,-0.07378517799999999,51.64600815,22,0.0,5.169218765239442,-0.010584323869730591,2.206171876808651,0.0,31/05/2020
E02000292,Southbury West,E09000010,Enfield,23,9832,2.339300244100895,-0.062395345,51.64585538,22,0.0,2.3393002441008948,-0.010584323869730591,-0.6237466443298967,0.0,31/05/2020
E02000293,Grange Park,E09000010,Enfield,10,6472,1.5451174289245984,-0.093747328,51.64397629,22,0.0,1.5451174289245984,-0.010584323869730591,-1.417929459506193,0.0,31/05/2020
E02000294,Ponders End South,E09000010,Enfield,47,9425,4.986737400530504,-0.037955886,51.63737182,22,0.0,4.986737400530504,-0.010584323869730591,2.023690512099712,0.0,31/05/2020
E02000295,Oakwood Park & Highlands,E09000010,Enfield,10,9043,1.1058277120424638,-0.119472729,51.63941491,22,0.0,1.1058277120424638,-0.010584323869730591,-1.8572191763883277,0.0,31/05/2020
E02000296,Southgate,E09000010,Enfield,61,10450,5.837320574162679,-0.133302604,51.64203417,22,0.0,5.837320574162679,-0.010584323869730591,2.874273685731888,0.0,31/05/2020
E02000297,Bury Street West & Village Road,E09000010,Enfield,18,9620,1.8711018711018712,-0.080013179,51.63548199,22,0.0,1.5592515592515594,-0.010584323869730591,-1.403795329179232,0.0,31/05/2020
E02000298,Winchmore Hill,E09000010,Enfield,24,8063,2.9765595932035223,-0.104772244,51.63339345,22,0.0,2.9765595932035223,-0.010584323869730591,0.01351270477273081,0.0,31/05/2020
E02000299,Lower Edmonton North,E09000010,Enfield,28,10052,2.785515320334262,-0.053288978,51.63209696,22,0.0,2.7855153203342624,-0.010584323869730591,-0.17753156809652904,0.0,31/05/2020
E02000300,Haslebury North,E09000010,Enfield,36,9036,3.9840637450199203,-0.065964959,51.6314166,22,0.0,3.9840637450199203,-0.010584323869730591,1.0210168565891289,0.0,31/05/2020
E02000301,Lower Edmonton South,E09000010,Enfield,19,11026,1.723199709776891,-0.036116014,51.62693959,22,0.0,1.723199709776891,-0.010584323869730591,-1.2398471786539005,0.0,31/05/2020
E02000302,Palmers Green East,E09000010,Enfield,11,8608,1.2778810408921932,-0.09148438,51.62535525,22,0.0,1.2778810408921932,-0.010584323869730591,-1.6851658475385982,0.0,31/05/2020
E02000303,Haslebury South,E09000010,Enfield,31,9154,3.3864977059209087,-0.070390421,51.62287323,22,0.0,3.386497705920909,-0.010584323869730591,0.4234508174901177,0.0,31/05/2020
E02000304,Southgate Green,E09000010,Enfield,39,8211,4.7497259773474605,-0.12387116599999999,51.62346235,22,0.0,4.749725977347461,-0.010584323869730591,1.78667908891667,0.0,31/05/2020
E02000305,Palmers Green West,E09000010,Enfield,25,8943,2.7954825002795483,-0.107037414,51.62240688,22,0.0,2.7954825002795483,-0.010584323869730591,-0.1675643881512432,0.0,31/05/2020
E02000306,Edmonton Green,E09000010,Enfield,28,9208,3.040834057341442,-0.047912252,51.61849682,22,0.0,3.040834057341442,-0.010584323869730591,0.07778716891065063,0.0,31/05/2020
E02000307,Tatem Park,E09000010,Enfield,29,10153,2.8562986309465184,-0.083180805,51.62008092,22,0.0,2.1668472372697725,-0.010584323869730591,-0.796199651161019,0.0,31/05/2020
E02000308,New Southgate & Arnos Grove,E09000010,Enfield,12,8397,1.429081814933905,-0.134071999,51.61535621,22,0.0,1.429081814933905,-0.010584323869730591,-1.5339650734968864,0.0,31/05/2020
E02000309,Upper Edmonton East & Meridian Water,E09000010,Enfield,45,12354,3.642544924720738,-0.051837459,51.61152343,22,0.0,3.6425449247207387,-0.010584323869730591,0.6794980362899472,0.0,31/05/2020
E02000311,Bowes,E09000010,Enfield,22,10819,2.0334596543118586,-0.096223764,51.61291249,22,0.0,2.0334596543118586,-0.010584323869730591,-0.9295872341189328,0.0,31/05/2020
E02000312,Broomfield Park,E09000010,Enfield,33,11607,2.843111915223572,-0.115439099,51.61338671,22,0.0,2.843111915223572,-0.010584323869730591,-0.11993497320721946,0.0,31/05/2020
E02000313,Thamesmead Birchmere Park,E09000011,Greenwich,12,7539,1.5917230401910067,0.11469220000000001,51.50254124,22,0.0,1.5917230401910067,-0.010584323869730591,-1.3713238482397847,0.0,31/05/2020
E02000314,West Thamesmead,E09000011,Greenwich,74,16097,4.597129899981363,0.098305434,51.50156813,22,0.0,4.410759768901038,-0.010584323869730591,1.4477128804702462,0.0,31/05/2020
E02000315,Abbey Wood North,E09000011,Greenwich,32,9699,3.299309207134756,0.11309419300000001,51.49392644,22,0.0,3.299309207134756,-0.010584323869730591,0.3362623187039646,0.0,31/05/2020
E02000316,"Woolwich Dockyard, Arsenal & Charlton Riverside",E09000011,Greenwich,15,14525,1.0327022375215147,0.052794035,51.49219607,22,0.0,1.0327022375215145,-0.010584323869730591,-1.930344650909277,0.0,31/05/2020
E02000317,Woolwich West,E09000011,Greenwich,23,8590,2.6775320139697323,0.051058075,51.48895841,22,0.0,2.677532013969732,-0.010584323869730591,-0.2855148744610596,0.0,31/05/2020
E02000318,Plumstead High Street,E09000011,Greenwich,22,10486,2.098035475872592,0.095738634,51.48833536,22,0.0,1.811939729162693,-0.010584323869730591,-1.1511071592680984,0.0,31/05/2020
E02000319,Plumstead Common & Riverside,E09000011,Greenwich,28,11881,2.356703981146368,0.083769832,51.48827738,22,0.0,2.3567039811463677,-0.010584323869730591,-0.6063429072844237,0.0,31/05/2020
E02000320,Abbey Wood South,E09000011,Greenwich,18,7308,2.4630541871921183,0.114268914,51.48360015,22,0.0,2.4630541871921183,-0.010584323869730591,-0.4999927012386731,0.0,31/05/2020
E02000321,Woolwich Glyndon,E09000011,Greenwich,18,7719,2.331908278274388,0.077456812,51.486146999999995,22,0.0,2.331908278274388,-0.010584323869730591,-0.6311386101564036,0.0,31/05/2020
E02000323,Woolwich South,E09000011,Greenwich,47,11327,4.149377593360996,0.070564447,51.48397231,22,0.0,4.149377593360996,-0.010584323869730591,1.1863307049302048,0.0,31/05/2020
E02000324,Charlton Village,E09000011,Greenwich,25,7997,3.126172314617982,0.040180357,51.48224958,22,0.3751406777541578,3.1261723146179814,0.36455635388442725,0.16312542618718995,7.17838893898407,31/05/2020
E02000326,Charlton Slopes,E09000011,Greenwich,14,7454,1.8781862087469814,0.027120703,51.481643299999995,22,0.0,1.8781862087469816,-0.010584323869730591,-1.0848606796838098,0.0,31/05/2020
E02000327,Woolwich Common,E09000011,Greenwich,31,7147,4.337484259129705,0.057334708,51.47967268,22,0.0,4.337484259129704,-0.010584323869730591,1.3744373706989128,0.0,31/05/2020
E02000328,Westcombe Park & Maze Hill,E09000011,Greenwich,28,6844,4.091174751607247,0.013823743999999999,51.48018579,22,0.0,4.091174751607247,-0.010584323869730591,1.1281278631764557,0.0,31/05/2020
E02000329,Plumstead South,E09000011,Greenwich,8,6314,1.2670256572695597,0.083302725,51.47147966,22,0.0,1.2670256572695597,-0.010584323869730591,-1.6960212311612317,0.0,31/05/2020
E02000331,Hornfair Park,E09000011,Greenwich,32,8237,3.8849095544494356,0.039332751,51.47470641,22,0.0,3.8849095544494356,-0.010584323869730591,0.9218626660186442,0.0,31/05/2020
E02000332,Shooters Hill,E09000011,Greenwich,12,7730,1.5523932729624839,0.067879207,51.4711347,22,0.0,1.5523932729624839,-0.010584323869730591,-1.4106536154683076,0.0,31/05/2020
E02000333,Blackheath Standard & Village,E09000011,Greenwich,7,6551,1.0685391543275835,0.018694318,51.47111534,22,0.0,1.0685391543275835,-0.010584323869730591,-1.894507734103208,0.0,31/05/2020
E02000334,Kidbrooke North,E09000011,Greenwich,19,6613,2.8731286859216696,0.039157151,51.46846367,22,0.0,2.8731286859216696,-0.010584323869730591,-0.08991820250912186,0.0,31/05/2020
E02000335,Eltham North,E09000011,Greenwich,10,6872,1.4551804423748544,0.063718105,51.46177271,22,0.0,1.0186263096623982,-0.010584323869730591,-1.9444205787683932,0.0,31/05/2020
E02000337,Eltham West,E09000011,Greenwich,24,8327,2.8821904647532124,0.042236445,51.45853048,22,0.0,2.401825387294344,-0.010584323869730591,-0.5612215011364476,0.0,31/05/2020
E02000339,Eltham Park,E09000011,Greenwich,17,6320,2.689873417721519,0.058299317,51.45573711,22,0.0,2.689873417721519,-0.010584323869730591,-0.27317347070927234,0.0,31/05/2020
E02000340,Eltham South,E09000011,Greenwich,12,6521,1.84020855696979,0.064971488,51.44794132,22,0.0,1.84020855696979,-0.010584323869730591,-1.1228383314610015,0.0,31/05/2020
E02000341,Middlepark & Horn Park,E09000011,Greenwich,21,8176,2.5684931506849313,0.035041,51.44684043,22,0.0,2.5684931506849313,-0.010584323869730591,-0.3945537377458601,0.0,31/05/2020
E02000342,Avery Hill,E09000011,Greenwich,5,6214,0.804634695848085,0.07847446400000001,51.44400579,22,0.0,0.804634695848085,-0.010584323869730591,-2.1584121925827064,0.0,31/05/2020
E02000343,Mottingham East,E09000011,Greenwich,17,6905,2.4619840695148443,0.05299939099999999,51.43458367,22,0.0,2.4619840695148443,-0.010584323869730591,-0.5010628189159472,0.0,31/05/2020
E02000344,New Eltham,E09000011,Greenwich,16,6553,2.441629787883412,0.065741408,51.43276313,22,0.0,2.441629787883412,-0.010584323869730591,-0.5214171005473793,0.0,31/05/2020
E02000345,Stamford Hill North,E09000012,Hackney,66,9694,6.808335052609862,-0.068715489,51.57385067,22,0.0,2.7852279760676706,-0.010584323869730591,-0.17781891236312086,0.0,31/05/2020
E02000346,Woodberry Down & Manor House,E09000012,Hackney,19,7857,2.4182257859233802,-0.091265079,51.57096363,22,0.0,2.4182257859233807,-0.010584323869730591,-0.5448211025074108,0.0,31/05/2020
E02000347,Stamford Hill West,E09000012,Hackney,61,8837,6.902795066198936,-0.082159135,51.57040101,22,0.0,3.2816566708158876,-0.010584323869730591,0.3186097823850962,0.0,31/05/2020
E02000348,Stamford Hill South,E09000012,Hackney,40,9047,4.4213551453520505,-0.06669658099999999,51.57021926,22,0.0,2.8738808444788324,-0.010584323869730591,-0.08916604395195904,0.0,31/05/2020
E02000350,Stoke Newington East & Cazenove,E09000012,Hackney,49,10029,4.885831089839465,-0.06785703900000001,51.56377856,22,0.0,3.1907468341808753,-0.010584323869730591,0.2276999457500839,0.0,31/05/2020
E02000351,Brownswood,E09000012,Hackney,4,9676,0.41339396444811904,-0.097190452,51.56447549,22,0.0,0.41339396444811904,-0.010584323869730591,-2.5496529239826726,0.0,31/05/2020
E02000352,Clissold North,E09000012,Hackney,31,7290,4.252400548696845,-0.085713002,51.56304079,22,0.0,3.292181069958848,-0.010584323869730591,0.3291341815280564,0.0,31/05/2020
E02000353,Stoke Newington North,E09000012,Hackney,3,8196,0.36603221083455345,-0.075126284,51.56116825,22,0.0,0.36603221083455345,-0.010584323869730591,-2.597014677596238,0.0,31/05/2020
E02000354,Hackney Downs,E09000012,Hackney,26,10710,2.4276377217553686,-0.061177141,51.55661941,22,0.0,1.4939309056956116,-0.010584323869730591,-1.4691159827351798,0.0,31/05/2020
E02000355,Lower Clapton,E09000012,Hackney,22,9283,2.3699235161047074,-0.050602562999999996,51.55685073,22,0.0,2.3699235161047074,-0.010584323869730591,-0.593123372326084,0.0,31/05/2020
E02000356,Clissold South,E09000012,Hackney,9,7441,1.2095148501545492,-0.085281812,51.55562988,22,0.0,1.209514850154549,-0.010584323869730591,-1.7535320382762425,0.0,31/05/2020
E02000357,Hackney Marshes,E09000012,Hackney,20,6664,3.0012004801920766,-0.032149169,51.55634849,22,0.0,3.0012004801920766,-0.010584323869730591,0.03815359176128519,0.0,31/05/2020
E02000358,Stoke Newington South,E09000012,Hackney,23,11894,1.933748108289894,-0.076226415,51.55439781,22,0.0,1.9337481082898942,-0.010584323869730591,-1.0292987801408973,0.0,31/05/2020
E02000359,Homerton North,E09000012,Hackney,19,6750,2.814814814814815,-0.040642589,51.552301299999996,22,0.0,2.814814814814815,-0.010584323869730591,-0.14823207361597657,0.0,31/05/2020
E02000360,Amhurst Road & Pembury Estate,E09000012,Hackney,23,12074,1.9049196620838165,-0.063951265,51.55067907,22,0.0,1.9049196620838165,-0.010584323869730591,-1.058127226346975,0.0,31/05/2020
E02000361,Hackney Central,E09000012,Hackney,7,8966,0.7807271916127593,-0.054964963,51.54752207,22,0.0,0.7807271916127593,-0.010584323869730591,-2.1823196968180323,0.0,31/05/2020
E02000362,Hackney Wick,E09000012,Hackney,19,7434,2.555824589722895,-0.027605831,51.54729855,22,0.0,2.5558245897228944,-0.010584323869730591,-0.40722229870789706,0.0,31/05/2020
E02000363,Homerton South,E09000012,Hackney,34,12071,2.816668047386298,-0.047018446,51.54688409,22,0.24852953359290864,2.816668047386297,0.23794520972317804,-0.1463788410444944,6.329275623685001,31/05/2020
E02000364,Dalston East,E09000012,Hackney,24,10317,2.3262576330328586,-0.066995628,51.544489500000005,22,0.0,2.3262576330328586,-0.010584323869730591,-0.6367892553979329,0.0,31/05/2020
E02000365,Dalston Kingsland & De Beauvoir,E09000012,Hackney,25,15445,1.618646811265782,-0.077207042,51.54328073,22,0.0,1.618646811265782,-0.010584323869730591,-1.3444000771650095,0.0,31/05/2020
E02000366,South Hackney,E09000012,Hackney,20,9293,2.1521575379317768,-0.042653773,51.54155169,22,0.0,1.8293339072420103,-0.010584323869730591,-1.1337129811887812,0.0,31/05/2020
E02000367,London Fields & Mare Street,E09000012,Hackney,25,11594,2.156287735035363,-0.056094798,51.53866819,22,0.0,2.156287735035363,-0.010584323869730591,-0.8067591533954284,0.0,31/05/2020
E02000368,Haggerston East,E09000012,Hackney,22,10632,2.0692249811888637,-0.067505549,51.53585359,22,0.0,2.069224981188864,-0.010584323869730591,-0.8938219072419273,0.0,31/05/2020
E02000369,Haggerston West & Kingsland Basin,E09000012,Hackney,40,14403,2.7771991946122334,-0.079017941,51.5360484,22,0.0,2.777199194612234,-0.010584323869730591,-0.1858476938185576,0.0,31/05/2020
E02000370,Hoxton & Wenlock,E09000012,Hackney,27,9966,2.7092113184828417,-0.090183565,51.53243053,22,0.0,2.7092113184828417,-0.010584323869730591,-0.25383556994794976,0.0,31/05/2020
E02000371,Shoreditch,E09000012,Hackney,26,16174,1.607518239149252,-0.081457456,51.52753688,22,0.0,1.607518239149252,-0.010584323869730591,-1.3555286492815395,0.0,31/05/2020
E02000372,Old Oak & Wormwood,E09000013,Hammersmith and Fulham,59,9878,5.9728690018222315,-0.237758937,51.52207879,22,0.0,5.972869001822231,-0.010584323869730591,3.009822113391439,0.0,31/05/2020
E02000373,White City,E09000013,Hammersmith and Fulham,9,6740,1.3353115727002967,-0.23449390399999998,51.51225888,22,0.0,1.3353115727002967,-0.010584323869730591,-1.6277353157304948,0.0,31/05/2020
E02000374,Wormholt Road,E09000013,Hammersmith and Fulham,34,6814,4.9897270325799825,-0.24183814899999997,51.509796,22,0.0,4.9897270325799825,-0.010584323869730591,2.026680144149191,0.0,31/05/2020
E02000375,Shepherd's Bush North,E09000013,Hammersmith and Fulham,9,6998,1.2860817376393254,-0.224528615,51.50776523,22,0.0,1.2860817376393254,-0.010584323869730591,-1.676965150791466,0.0,31/05/2020
E02000376,Shepherd's Bush West,E09000013,Hammersmith and Fulham,18,6907,2.6060518314753147,-0.230408723,51.50403775,22,0.0,2.606051831475315,-0.010584323869730591,-0.3569950569554763,0.0,31/05/2020
E02000377,Askew,E09000013,Hammersmith and Fulham,15,8243,1.8197258279752517,-0.239828453,51.50359704,22,0.0,1.8197258279752517,-0.010584323869730591,-1.1433210604555397,0.0,31/05/2020
E02000378,Shepherd's Bush South,E09000013,Hammersmith and Fulham,13,6531,1.9905068136579391,-0.22057189600000002,51.50161626,22,0.0,1.9905068136579391,-0.010584323869730591,-0.9725400747728523,0.0,31/05/2020
E02000379,Ravenscourt Park North,E09000013,Hammersmith and Fulham,60,7850,7.643312101910828,-0.246086845,51.50027665,22,0.0,7.261146496815286,-0.010584323869730591,4.2980996083844945,0.0,31/05/2020
E02000380,Brackenbury,E09000013,Hammersmith and Fulham,3,5847,0.513083632632119,-0.23059179600000002,51.49831901,22,0.0,0.513083632632119,-0.010584323869730591,-2.4499632557986724,0.0,31/05/2020
E02000381,Brook Green,E09000013,Hammersmith and Fulham,9,7967,1.1296598468683319,-0.21845421899999998,51.49753565,22,0.0,1.1296598468683319,-0.010584323869730591,-1.8333870415624596,0.0,31/05/2020
E02000382,Ravenscourt Park South,E09000013,Hammersmith and Fulham,0,5917,0.0,-0.239141904,51.49417925,22,0.0,0.0,-0.010584323869730591,-2.9630468884307914,0.0,31/05/2020
E02000383,West Kensington,E09000013,Hammersmith and Fulham,58,8952,6.478999106344951,-0.21027980100000002,51.49343825,22,0.0,6.478999106344951,-0.010584323869730591,3.515952217914159,0.0,31/05/2020
E02000384,Hammersmith Broadway,E09000013,Hammersmith and Fulham,56,7345,7.624234172906739,-0.226723322,51.49229182,22,0.0,7.624234172906739,-0.010584323869730591,4.661187284475948,0.0,31/05/2020
E02000385,Barons Court,E09000013,Hammersmith and Fulham,10,6024,1.6600265604249669,-0.21217800000000003,51.48854286,22,0.0,1.6600265604249667,-0.010584323869730591,-1.3030203280058248,0.0,31/05/2020
E02000386,North End,E09000013,Hammersmith and Fulham,22,8100,2.7160493827160495,-0.203932986,51.48730829,22,0.0,2.716049382716049,-0.010584323869730591,-0.24699750571474244,0.0,31/05/2020
E02000387,Lillie Road & Greyhound Road,E09000013,Hammersmith and Fulham,38,6020,6.312292358803987,-0.215846344,51.48502902,22,0.4983388704318937,6.312292358803987,0.4877545465621631,3.3492454703731953,8.07258791704238,31/05/2020
E02000388,Fulham Broadway,E09000013,Hammersmith and Fulham,44,8697,5.05921582154766,-0.198447855,51.48316225,22,0.0,4.71426928826032,-0.010584323869730591,1.7512223998295289,0.0,31/05/2020
E02000389,Fulham Reach,E09000013,Hammersmith and Fulham,24,8405,2.8554431885782274,-0.221505835,51.4814549,22,0.0,2.8554431885782274,-0.010584323869730591,-0.10760369985256402,0.0,31/05/2020
E02000390,Fulham Aintree,E09000013,Hammersmith and Fulham,6,6386,0.9395552771688067,-0.209032345,51.48036702,22,0.0,0.9395552771688067,-0.010584323869730591,-2.023491611261985,0.0,31/05/2020
E02000391,Parsons Green East & Eel Brook Common,E09000013,Hammersmith and Fulham,19,7986,2.3791635361883294,-0.19298344899999997,51.47711785,22,0.0,2.3791635361883294,-0.010584323869730591,-0.583883352242462,0.0,31/05/2020
E02000392,Parsons Green West,E09000013,Hammersmith and Fulham,16,9508,1.6827934371055953,-0.203053515,51.47632731,22,0.0,1.6827934371055955,-0.010584323869730591,-1.280253451325196,0.0,31/05/2020
E02000393,Munster,E09000013,Hammersmith and Fulham,6,5897,1.0174665083940988,-0.21292298399999998,51.47678165,22,0.0,1.0174665083940988,-0.010584323869730591,-1.9455803800366926,0.0,31/05/2020
E02000394,Sands End & Chelsea Harbour,E09000013,Hammersmith and Fulham,19,9177,2.070393374741201,-0.185603821,51.47332067,22,0.0,1.6345210853220005,-0.010584323869730591,-1.328525803108791,0.0,31/05/2020
E02000395,Fulham Palace & Hurlingham Park,E09000013,Hammersmith and Fulham,3,6180,0.4854368932038835,-0.209301753,51.47017508,22,0.0,0.4854368932038835,-0.010584323869730591,-2.477609995226908,0.0,31/05/2020
E02000396,South Park,E09000013,Hammersmith and Fulham,9,7057,1.2753294601105285,-0.194384836,51.46889882,22,0.0,1.2753294601105285,-0.010584323869730591,-1.687717428320263,0.0,31/05/2020
E02000397,Bowes Park,E09000014,Haringey,8,8579,0.9325096165054202,-0.116943597,51.60559653,22,0.0,0.9325096165054202,-0.010584323869730591,-2.0305372719253714,0.0,31/05/2020
E02000398,Northumberland Park,E09000014,Haringey,22,7892,2.787633046122656,-0.054215108,51.60431302,22,0.0,2.787633046122656,-0.010584323869730591,-0.1754138423081355,0.0,31/05/2020
E02000400,Bounds Green,E09000014,Haringey,15,8161,1.8380100477882613,-0.129877905,51.60512237,22,0.0,1.838010047788261,-0.010584323869730591,-1.1250368406425304,0.0,31/05/2020
E02000401,Roundway,E09000014,Haringey,7,6721,1.041511679809552,-0.090635745,51.60417562,22,0.0,1.041511679809552,-0.010584323869730591,-1.9215352086212394,0.0,31/05/2020
E02000402,Tottenham Bruce Castle Park,E09000014,Haringey,11,6775,1.6236162361623616,-0.07976804400000001,51.60320851,22,0.0,1.6236162361623616,-0.010584323869730591,-1.3394306522684298,0.0,31/05/2020
E02000403,Wood Green North,E09000014,Haringey,15,8207,1.8277080541001585,-0.108014021,51.60320638,22,0.0,1.8277080541001585,-0.010584323869730591,-1.135338834330633,0.0,31/05/2020
E02000404,Scotch Estate,E09000014,Haringey,15,7868,1.9064565327910523,-0.099643985,51.6013425,22,0.0,1.906456532791052,-0.010584323869730591,-1.0565903556397394,0.0,31/05/2020
E02000405,Alexandra Park,E09000014,Haringey,6,6496,0.9236453201970444,-0.130738699,51.59739415,22,0.0,0.9236453201970444,-0.010584323869730591,-2.039401568233747,0.0,31/05/2020
E02000406,Noel Park,E09000014,Haringey,12,7222,1.661589587371919,-0.100193764,51.596228,22,0.0,1.6615895873719193,-0.010584323869730591,-1.3014573010588721,0.0,31/05/2020
E02000407,Bruce Grove North,E09000014,Haringey,15,7687,1.951346429036035,-0.07380885599999999,51.59584826,22,0.0,1.951346429036035,-0.010584323869730591,-1.0117004593947565,0.0,31/05/2020
E02000408,Tottenham North West,E09000014,Haringey,23,8457,2.7196405344684877,-0.065972557,51.59538769,22,0.0,2.7196405344684877,-0.010584323869730591,-0.2434063539623037,0.0,31/05/2020
E02000409,Lordship Lane & Broadwater Farm,E09000014,Haringey,16,6414,2.494543186778921,-0.086834371,51.59413756,22,0.0,2.4945431867789214,-0.010584323869730591,-0.46850370165187005,0.0,31/05/2020
E02000410,Muswell Hill North,E09000014,Haringey,8,6708,1.1926058437686344,-0.14466471,51.59500436,22,0.0,1.1926058437686344,-0.010584323869730591,-1.770441044662157,0.0,31/05/2020
E02000411,Tottenham Lea Valley,E09000014,Haringey,28,10690,2.619270346117867,-0.057182187999999995,51.59325648,22,0.0,1.6838166510757715,-0.010584323869730591,-1.27923023735502,0.0,31/05/2020
E02000412,Wood Green South,E09000014,Haringey,8,7843,1.0200178503123805,-0.11010908,51.59334165,22,0.0,1.0200178503123805,-0.010584323869730591,-1.943029038118411,0.0,31/05/2020
E02000413,Fortis Green & Coldfall,E09000014,Haringey,8,7631,1.04835539247805,-0.155033745,51.59412482,22,0.0,1.04835539247805,-0.010584323869730591,-1.9146914959527415,0.0,31/05/2020
E02000414,Bruce Grove South,E09000014,Haringey,27,7133,3.78522360857984,-0.079156104,51.59103982,22,0.0,3.78522360857984,-0.010584323869730591,0.8221767201490486,0.0,31/05/2020
E02000415,Downhills Park,E09000014,Haringey,6,7234,0.8294166436273155,-0.09446634300000001,51.59045188,22,0.0,0.8294166436273155,-0.010584323869730591,-2.133630244803476,0.0,31/05/2020
E02000416,Hornsey East,E09000014,Haringey,5,8024,0.6231306081754736,-0.11880176099999999,51.58792354,22,0.0,0.6231306081754736,-0.010584323869730591,-2.3399162802553177,0.0,31/05/2020
E02000417,Muswell Hill South,E09000014,Haringey,12,6573,1.8256503879507073,-0.141294349,51.58655214,22,0.45641259698767683,1.8256503879507073,0.44582827311794626,-1.1373965004800841,7.80019537120529,31/05/2020
E02000418,Hornsey West,E09000014,Haringey,3,5427,0.552791597567717,-0.129997046,51.58635186,22,0.0,0.552791597567717,-0.010584323869730591,-2.4102552908630743,0.0,31/05/2020
E02000419,Harringay Ladder North,E09000014,Haringey,25,8956,2.7914247431889234,-0.105418466,51.5865874,22,0.0,2.791424743188924,-0.010584323869730591,-0.17162214524186759,0.0,31/05/2020
E02000420,Tottenham Green West,E09000014,Haringey,24,8243,2.911561324760403,-0.078989407,51.58548242,22,0.0,2.9115613247604024,-0.010584323869730591,-0.051485563670389034,0.0,31/05/2020
E02000421,Tottenham Green East,E09000014,Haringey,44,8273,5.318505983319231,-0.067807801,51.5849901,22,0.0,4.955880575365647,-0.010584323869730591,1.9928336869348557,0.0,31/05/2020
E02000422,West Green & St Ann's,E09000014,Haringey,22,8461,2.60016546507505,-0.085846811,51.58263832,22,0.0,2.60016546507505,-0.010584323869730591,-0.36288142335574136,0.0,31/05/2020
E02000423,Harringay East,E09000014,Haringey,9,7434,1.2106537530266344,-0.09454496400000001,51.58149293,22,0.0,1.2106537530266344,-0.010584323869730591,-1.752393135404157,0.0,31/05/2020
E02000424,Hornsey Vale,E09000014,Haringey,5,6881,0.7266385699752943,-0.11406171699999999,51.58119811,22,0.0,0.7266385699752943,-0.010584323869730591,-2.236408318455497,0.0,31/05/2020
E02000425,South Tottenham,E09000014,Haringey,43,7867,5.465870090250413,-0.067953155,51.57899394,22,0.0,3.0507181899072076,-0.010584323869730591,0.08767130147641611,0.0,31/05/2020
E02000426,Highgate Wood,E09000014,Haringey,8,6156,1.299545159194282,-0.156128891,51.578815399999996,22,0.0,1.299545159194282,-0.010584323869730591,-1.6635017292365095,0.0,31/05/2020
E02000427,Harringay Ladder South,E09000014,Haringey,3,6971,0.4303543250609669,-0.10158955,51.57478135,22,0.0,0.4303543250609669,-0.010584323869730591,-2.5326925633698245,0.0,31/05/2020
E02000428,Harringay Warehouse District & Vartry,E09000014,Haringey,16,8197,1.9519336342564353,-0.083866835,51.57711294,22,0.0,1.9519336342564353,-0.010584323869730591,-1.0111132541743562,0.0,31/05/2020
E02000429,Crouch End West,E09000014,Haringey,14,7056,1.9841269841269842,-0.132923166,51.57807791,22,0.0,1.984126984126984,-0.010584323869730591,-0.9789199043038075,0.0,31/05/2020
E02000430,Crouch End East,E09000014,Haringey,3,7221,0.4154549231408392,-0.118674962,51.57688718,22,0.0,0.4154549231408392,-0.010584323869730591,-2.547591965289952,0.0,31/05/2020
E02000431,Highgate East,E09000014,Haringey,3,6223,0.4820825968182549,-0.14237976800000002,51.57319265,22,0.0,0.4820825968182549,-0.010584323869730591,-2.4809642916125365,0.0,31/05/2020
E02000432,Stroud Green,E09000014,Haringey,3,6340,0.47318611987381703,-0.10859084,51.5724162,22,0.0,0.47318611987381703,-0.010584323869730591,-2.4898607685569742,0.0,31/05/2020
E02000433,Stanmore Park,E09000015,Harrow,46,8262,5.567659162430404,-0.318335796,51.62610671,22,0.0,5.567659162430404,-0.010584323869730591,2.6046122739996127,0.0,31/05/2020
E02000434,Canons Park,E09000015,Harrow,48,9619,4.99012371348373,-0.293796055,51.61238936,22,0.0,4.990123713483729,-0.010584323869730591,2.027076825052937,0.0,31/05/2020
E02000435,Stanmore Uxbridge Road,E09000015,Harrow,61,7839,7.78160479653017,-0.321659978,51.61190212,22,0.0,7.781604796530169,-0.010584323869730591,4.818557908099377,0.0,31/05/2020
E02000436,Hatch End North,E09000015,Harrow,17,5567,3.0537093587210347,-0.35965965299999997,51.61652954,22,0.5388898868331238,3.0537093587210347,0.5283055629633931,0.09066247029024321,8.288623384430418,31/05/2020
E02000437,Harrow Weald,E09000015,Harrow,81,8564,9.458197104156936,-0.33867053399999997,51.60718982,22,0.0,9.458197104156936,-0.010584323869730591,6.495150215726144,0.0,31/05/2020
E02000438,Hatch End South,E09000015,Harrow,64,7852,8.150789607743251,-0.365267835,51.60657631,22,0.0,8.150789607743251,-0.010584323869730591,5.1877427193124594,0.0,31/05/2020
